player,team,conference,season,category,playerId,position_stat,CAR,LONG,TD,YDS,YPC,name_clean,position_clean,id,athleteId,recruitType,year,ranking,name,school,committedTo,position_recruit,height,weight,stars,rating,city,stateProvince,country,hometownInfo,recruit_year,eligibility_year,team_clean,committed_clean,school_match,Usage Overall,rushing_score,usage_pct,production_pct,impact_score,impact_percentile,outcome
Brandon Thomas,Memphis,American Athletic,2023,rushing,4687493,RB,46,42,9,172,3.7,brandon thomas,RB,120004,4687493,HighSchool,2020.0,1627.0,Brandon Thomas,North Little Rock,Memphis,RB,70.0,190.0,3.0,0.837,North Little Rock,AR,USA,"{'latitude': 34.769536, 'longitude': -92.2670941, 'fipsCode': '05119'}",2020.0,4.0,memphis,memphis,1,0,444,0.5010224948875256,0.4948875255623722,0.4973415132924336,0.4948875255623722,Depth / Rotation
Brandon Thomas,Memphis,American Athletic,2024,rushing,4687493,RB,57,57,9,335,5.9,brandon thomas,RB,120004,4687493,HighSchool,2020.0,1627.0,Brandon Thomas,North Little Rock,Memphis,RB,70.0,190.0,3.0,0.837,North Little Rock,AR,USA,"{'latitude': 34.769536, 'longitude': -92.2670941, 'fipsCode': '05119'}",2020.0,5.0,memphis,memphis,1,0,629,0.5016233766233766,0.6136363636363636,0.5688311688311688,0.6136363636363636,Starter
Brandon Tullis,Michigan State,Big Ten,2024,rushing,5150125,RB,7,9,0,20,2.9,brandon tullis,RB,110240,5150125,HighSchool,2024.0,1591.0,Brandon Tullis,Frisco Memorial,Michigan State,RB,72.5,205.0,3.0,0.85,Frisco,TX,USA,"{'latitude': 33.1506744, 'longitude': -96.8236116, 'fipsCode': '48085'}",2024.0,1.0,michigan state,michigan state,1,0,34,0.5007849293563579,0.21585557299843014,0.3298273155416013,0.21585557299843014,Bust
Brandon Tullis,Michigan State,Big Ten,2025,rushing,5150125,RB,68,35,4,297,4.4,brandon tullis,RB,110240,5150125,HighSchool,2024.0,1591.0,Brandon Tullis,Frisco Memorial,Michigan State,RB,72.5,205.0,3.0,0.85,Frisco,TX,USA,"{'latitude': 33.1506744, 'longitude': -96.8236116, 'fipsCode': '48085'}",2024.0,2.0,michigan state,michigan state,1,0,513,0.5006544502617801,0.6636125654450262,0.5984293193717278,0.6636125654450262,Starter
Branson Robinson,Georgia,SEC,2022,rushing,4713489,RB,68,30,3,330,4.9,branson robinson,RB,113605,4713489,HighSchool,2022.0,62.0,Branson Robinson,Germantown,Georgia,RB,70.0,220.0,4.0,0.9729,Madison,MS,USA,"{'latitude': 32.4618086, 'longitude': -90.1153638, 'fipsCode': '28089'}",2022.0,1.0,georgia,georgia,1,0,526,0.5007849293563579,0.8226059654631083,0.693877551020408,0.8226059654631083,Starter
Branson Robinson,Georgia,SEC,2024,rushing,4713489,RB,25,13,3,73,2.9,branson robinson,RB,113605,4713489,HighSchool,2022.0,62.0,Branson Robinson,Germantown,Georgia,RB,70.0,220.0,4.0,0.9729,Madison,MS,USA,"{'latitude': 32.4618086, 'longitude': -90.1153638, 'fipsCode': '28089'}",2022.0,3.0,georgia,georgia,1,0,183,0.5007739938080495,0.369969040247678,0.42229102167182664,0.369969040247678,Depth / Rotation
Branson Robinson,Georgia State,Sun Belt,2025,rushing,4713489,RB,46,47,1,148,3.2,branson robinson,RB,113605,4713489,HighSchool,2022.0,62.0,Branson Robinson,Germantown,Georgia,RB,70.0,220.0,4.0,0.9729,Madison,MS,USA,"{'latitude': 32.4618086, 'longitude': -90.1153638, 'fipsCode': '28089'}",2022.0,4.0,georgia state,georgia,0,0,260,0.5010224948875256,0.3619631901840491,0.4175869120654397,0.3619631901840491,Depth / Rotation
Braylen Russell,Arkansas,SEC,2024,rushing,5079589,RB,67,75,3,354,5.3,braylen russell,RB,109052,5079589,HighSchool,2024.0,354.0,Braylen Russell,Benton,Arkansas,RB,73.0,230.0,4.0,0.9004,Benton,AR,USA,"{'latitude': 34.5645372, 'longitude': -92.586828, 'fipsCode': '05125'}",2024.0,1.0,arkansas,arkansas,1,0,548,0.5007849293563579,0.8430141287284144,0.7061224489795918,0.8430141287284144,Starter
Braylen Russell,Arkansas,SEC,2025,rushing,5079589,RB,55,23,5,286,5.2,braylen russell,RB,109052,5079589,HighSchool,2024.0,354.0,Braylen Russell,Benton,Arkansas,RB,73.0,230.0,4.0,0.9004,Benton,AR,USA,"{'latitude': 34.5645372, 'longitude': -92.586828, 'fipsCode': '05125'}",2024.0,2.0,arkansas,arkansas,1,0,496,0.5006544502617801,0.6544502617801047,0.5929319371727748,0.6544502617801047,Starter
Braylon Stewart,New Mexico State,FBS Independents,2022,rushing,5084184,RB,2,5,0,4,2.0,braylon stewart,RB,114960,,HighSchool,2022.0,1464.0,Braylon Stewart,Texas High,,RB,70.0,205.0,3.0,0.8428,Texarkana,TX,USA,"{'latitude': 33.44628645, 'longitude': -94.07638067493534, 'fipsCode': '48037'}",2022.0,1.0,new mexico state,,0,0,8,0.5007849293563579,0.061224489795918366,0.2370486656200942,0.061224489795918366,Bust
Breece Hall,Iowa State,Big 12,2019,rushing,4427366,RB,186,75,9,897,4.8,breece hall,RB,122606,4427366,HighSchool,2019.0,329.0,Breece Hall,Wichita Northwest,Iowa State,RB,72.0,215.0,4.0,0.8991,Wichita,KS,USA,"{'latitude': 37.6922361, 'longitude': -97.3375448, 'fipsCode': '20173'}",2019.0,1.0,iowa state,iowa state,1,0,1449,0.5007849293563579,0.9835164835164835,0.7904238618524332,0.9835164835164835,Impact Player
Breece Hall,Iowa State,Big 12,2020,rushing,4427366,RB,279,75,21,1573,5.6,breece hall,RB,122606,4427366,HighSchool,2019.0,329.0,Breece Hall,Wichita Northwest,Iowa State,RB,72.0,215.0,4.0,0.8991,Wichita,KS,USA,"{'latitude': 37.6922361, 'longitude': -97.3375448, 'fipsCode': '20173'}",2019.0,2.0,iowa state,iowa state,1,0,2551,0.5006544502617801,0.9986910994764397,0.7994764397905759,0.9986910994764397,Impact Player
Breece Hall,Iowa State,Big 12,2021,rushing,4427366,RB,253,80,20,1472,5.8,breece hall,RB,122606,4427366,HighSchool,2019.0,329.0,Breece Hall,Wichita Northwest,Iowa State,RB,72.0,215.0,4.0,0.8991,Wichita,KS,USA,"{'latitude': 37.6922361, 'longitude': -97.3375448, 'fipsCode': '20173'}",2019.0,3.0,iowa state,iowa state,1,0,2378,0.5007739938080495,0.9876160990712074,0.7928792569659443,0.9876160990712074,Impact Player
Brenden Brady,UTSA,Conference USA,2018,rushing,4362985,RB,49,27,1,221,4.5,brenden brady,RB,127677,4362985,HighSchool,2018.0,1408.0,Brenden Brady,Cibolo Steele,UTSA,RB,71.0,190.0,3.0,0.8376,Cibolo,TX,USA,"{'latitude': 29.5707831, 'longitude': -98.2330927, 'fipsCode': '48187'}",2018.0,1.0,utsa,utsa,1,0,339,0.5007849293563579,0.7229199372056515,0.634065934065934,0.7229199372056515,Starter
Brenden Brady,UTSA,Conference USA,2019,rushing,4362985,RB,65,24,2,271,4.2,brenden brady,RB,127677,4362985,HighSchool,2018.0,1408.0,Brenden Brady,Cibolo Steele,UTSA,RB,71.0,190.0,3.0,0.8376,Cibolo,TX,USA,"{'latitude': 29.5707831, 'longitude': -98.2330927, 'fipsCode': '48187'}",2018.0,2.0,utsa,utsa,1,0,441,0.5006544502617801,0.6210732984293194,0.5729057591623037,0.6210732984293194,Starter
Brenden Brady,UTSA,Conference USA,2020,rushing,4362985,RB,50,36,1,239,4.8,brenden brady,RB,127677,4362985,HighSchool,2018.0,1408.0,Brenden Brady,Cibolo Steele,UTSA,RB,71.0,190.0,3.0,0.8376,Cibolo,TX,USA,"{'latitude': 29.5707831, 'longitude': -98.2330927, 'fipsCode': '48187'}",2018.0,3.0,utsa,utsa,1,0,359,0.5007739938080495,0.4938080495356037,0.496594427244582,0.4938080495356037,Depth / Rotation
Brenden Brady,UTSA,Conference USA,2021,rushing,4362985,RB,65,56,4,308,4.7,brenden brady,RB,127677,4362985,HighSchool,2018.0,1408.0,Brenden Brady,Cibolo Steele,UTSA,RB,71.0,190.0,3.0,0.8376,Cibolo,TX,USA,"{'latitude': 29.5707831, 'longitude': -98.2330927, 'fipsCode': '48187'}",2018.0,4.0,utsa,utsa,1,0,518,0.5010224948875256,0.5286298568507157,0.5175869120654397,0.5286298568507157,Depth / Rotation
Brenden Brady,UTSA,Conference USA,2022,rushing,4362985,RB,156,42,9,699,4.5,brenden brady,RB,127677,4362985,HighSchool,2018.0,1408.0,Brenden Brady,Cibolo Steele,UTSA,RB,71.0,190.0,3.0,0.8376,Cibolo,TX,USA,"{'latitude': 29.5707831, 'longitude': -98.2330927, 'fipsCode': '48187'}",2018.0,5.0,utsa,utsa,1,0,1191,0.5016233766233766,0.8798701298701299,0.7285714285714285,0.8798701298701299,Impact Player
Brendon Barrow,Stanford,Pac-12,2022,rushing,4602644,RB,19,15,0,80,4.2,brendon barrow,RB,116919,4602644,HighSchool,2021.0,1224.0,Brendon Barrow,Clearwater Academy International,Stanford,RB,68.0,175.0,3.0,0.8493,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}",2021.0,2.0,stanford,stanford,1,0,118,0.5006544502617801,0.3180628272251309,0.3910994764397906,0.3180628272251309,Depth / Rotation
Brendon Barrow,Rhode Island,CAA,2025,rushing,4602644,RB,56,36,5,422,7.5,brendon barrow,RB,116919,4602644,HighSchool,2021.0,1224.0,Brendon Barrow,Clearwater Academy International,Stanford,RB,68.0,175.0,3.0,0.8493,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}",2021.0,5.0,rhode island,stanford,0,0,634,0.5016233766233766,0.6233766233766234,0.5746753246753247,0.6233766233766234,Starter
Brevin Doll,Iowa,Big Ten,2025,rushing,5142261,RB,2,2,0,3,1.5,brevin doll,RB,109459,5142261,HighSchool,2024.0,768.0,Brevin Doll,ADM Senior,Iowa,RB,73.0,190.0,3.0,0.875,Adel,IA,USA,"{'latitude': 41.6175278, 'longitude': -94.0183875, 'fipsCode': '19049'}",2024.0,2.0,iowa,iowa,1,0,7,0.5006544502617801,0.03926701570680628,0.22382198952879584,0.03926701570680628,Bust
Brian Battie,South Florida,American Athletic,2020,rushing,4430926,RB,46,31,1,332,7.2,brian battie,RB,120091,4430926,HighSchool,2020.0,1724.0,Brian Battie,Sarasota,South Florida,RB,66.0,170.0,3.0,0.8337,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2020.0,1.0,south florida,south florida,1,0,444,0.5007849293563579,0.7723704866562009,0.6637362637362637,0.7723704866562009,Starter
Brian Battie,South Florida,American Athletic,2021,rushing,4430926,RB,57,42,1,316,5.5,brian battie,RB,120091,4430926,HighSchool,2020.0,1724.0,Brian Battie,Sarasota,South Florida,RB,66.0,170.0,3.0,0.8337,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2020.0,2.0,south florida,south florida,1,0,450,0.5006544502617801,0.6308900523560209,0.5787958115183246,0.6308900523560209,Starter
Brian Battie,South Florida,American Athletic,2022,rushing,4430926,RB,176,68,8,1186,6.7,brian battie,RB,120091,4430926,HighSchool,2020.0,1724.0,Brian Battie,Sarasota,South Florida,RB,66.0,170.0,3.0,0.8337,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2020.0,3.0,south florida,south florida,1,0,1698,0.5007739938080495,0.9272445820433437,0.7566563467492261,0.9272445820433437,Impact Player
Brian Battie,Auburn,SEC,2023,rushing,4430926,RB,51,24,1,227,4.5,brian battie,RB,120091,4430926,HighSchool,2020.0,1724.0,Brian Battie,Sarasota,South Florida,RB,66.0,170.0,3.0,0.8337,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2020.0,4.0,auburn,south florida,0,0,349,0.5010224948875256,0.42024539877300615,0.4525562372188139,0.42024539877300615,Depth / Rotation
Brian Brewton,UConn,FBS Independents,2021,rushing,4608772,RB,6,10,0,26,4.3,brian brewton,RB,121107,4608772,HighSchool,2020.0,2767.0,Brian Brewton,St. Thomas Aquinas,UConn,RB,67.0,167.0,3.0,0.8026,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2020.0,2.0,uconn,uconn,1,0,38,0.5006544502617801,0.14790575916230367,0.2890052356020943,0.14790575916230367,Bust
Brian Brewton,UConn,FBS Independents,2022,rushing,4608772,RB,20,24,0,85,4.3,brian brewton,RB,121107,4608772,HighSchool,2020.0,2767.0,Brian Brewton,St. Thomas Aquinas,UConn,RB,67.0,167.0,3.0,0.8026,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2020.0,3.0,uconn,uconn,1,0,125,0.5007739938080495,0.2979876160990712,0.37910216718266254,0.2979876160990712,Depth / Rotation
Brian Brewton,UConn,FBS Independents,2023,rushing,4608772,RB,3,8,0,19,6.3,brian brewton,RB,121107,4608772,HighSchool,2020.0,2767.0,Brian Brewton,St. Thomas Aquinas,UConn,RB,67.0,167.0,3.0,0.8026,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}",2020.0,4.0,uconn,uconn,1,0,25,0.5010224948875256,0.06339468302658487,0.23844580777096117,0.06339468302658487,Bust
Brian Snead,Ohio State,Big Ten,2018,rushing,4361350,RB,11,5,1,37,3.4,brian snead,RB,126349,4361350,HighSchool,2018.0,80.0,Brian Snead,Armwood,Ohio State,RB,71.0,200.0,4.0,0.9607,Seffner,FL,USA,"{'latitude': 27.998541000000003, 'longitude': -82.27488400114905, 'fipsCode': '12057'}",2018.0,1.0,ohio state,ohio state,1,0,79,0.5007849293563579,0.38304552590266877,0.4301412872841444,0.38304552590266877,Depth / Rotation
Brian Snead,Austin Peay,OVC,2020,rushing,4361350,RB,18,11,0,45,2.5,brian snead,RB,126349,4361350,HighSchool,2018.0,80.0,Brian Snead,Armwood,Ohio State,RB,71.0,200.0,4.0,0.9607,Seffner,FL,USA,"{'latitude': 27.998541000000003, 'longitude': -82.27488400114905, 'fipsCode': '12057'}",2018.0,3.0,austin peay,ohio state,0,0,81,0.5007739938080495,0.23993808049535603,0.3442724458204335,0.23993808049535603,Bust
Brian Snead,Austin Peay,OVC,2021,rushing,4361350,RB,5,6,0,10,2.0,brian snead,RB,126349,4361350,HighSchool,2018.0,80.0,Brian Snead,Armwood,Ohio State,RB,71.0,200.0,4.0,0.9607,Seffner,FL,USA,"{'latitude': 27.998541000000003, 'longitude': -82.27488400114905, 'fipsCode': '12057'}",2018.0,4.0,austin peay,ohio state,0,0,20,0.5010224948875256,0.053169734151329244,0.2323108384458078,0.053169734151329244,Bust
Brian Snead,Arkansas State,Sun Belt,2022,rushing,4361350,RB,81,29,6,299,3.7,brian snead,RB,126349,4361350,HighSchool,2018.0,80.0,Brian Snead,Armwood,Ohio State,RB,71.0,200.0,4.0,0.9607,Seffner,FL,USA,"{'latitude': 27.998541000000003, 'longitude': -82.27488400114905, 'fipsCode': '12057'}",2018.0,5.0,arkansas state,ohio state,0,0,581,0.5016233766233766,0.6006493506493507,0.561038961038961,0.6006493506493507,Starter
Brock Sturges,Texas State,Sun Belt,2020,rushing,4360448,RB,112,40,5,530,4.7,brock sturges,RB,126894,-1001817,HighSchool,2018.0,625.0,Brock Sturges,Allen,Arizona State,RB,70.0,200.0,3.0,0.8709,Allen,TX,USA,"{'latitude': 33.1031744, 'longitude': -96.6705503, 'fipsCode': '48085'}",2018.0,3.0,texas state,arizona state,0,0,854,0.5007739938080495,0.7306501547987616,0.6386996904024768,0.7306501547987616,Starter
Brock Sturges,Texas State,Sun Belt,2021,rushing,4360448,RB,69,23,4,295,4.3,brock sturges,RB,126894,-1001817,HighSchool,2018.0,625.0,Brock Sturges,Allen,Arizona State,RB,70.0,200.0,3.0,0.8709,Allen,TX,USA,"{'latitude': 33.1031744, 'longitude': -96.6705503, 'fipsCode': '48085'}",2018.0,4.0,texas state,arizona state,0,0,513,0.5010224948875256,0.5255623721881391,0.5157464212678937,0.5255623721881391,Depth / Rotation
Brock Townsend,Central Michigan,Mid-American,2024,rushing,5146689,RB,5,7,0,14,2.8,brock townsend,RB,110694,5146689,HighSchool,2024.0,2157.0,Brock Townsend,Caledonia,Central Michigan,RB,72.0,195.0,3.0,0.833,Caledonia,MI,USA,"{'latitude': 42.7891193, 'longitude': -85.5163391, 'fipsCode': '26081'}",2024.0,1.0,central michigan,central michigan,1,0,24,0.5007849293563579,0.16875981161695447,0.30156985871271585,0.16875981161695447,Bust
Brock Townsend,Central Michigan,Mid-American,2025,rushing,5146689,RB,82,46,4,418,5.1,brock townsend,RB,110694,5146689,HighSchool,2024.0,2157.0,Brock Townsend,Caledonia,Central Michigan,RB,72.0,195.0,3.0,0.833,Caledonia,MI,USA,"{'latitude': 42.7891193, 'longitude': -85.5163391, 'fipsCode': '26081'}",2024.0,2.0,central michigan,central michigan,1,0,662,0.5006544502617801,0.7238219895287958,0.6345549738219896,0.7238219895287958,Starter
Bryan Bradford,Kent State,Mid-American,2020,rushing,4426764,RB,37,24,0,254,6.9,bryan bradford,RB,125201,4426764,HighSchool,2019.0,3017.0,Bryan Bradford,Christian Brothers College,Kent State,RB,72.0,210.0,2.0,0.7894,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}",2019.0,2.0,kent state,kent state,1,0,328,0.5006544502617801,0.5418848167539267,0.5253926701570681,0.5418848167539267,Depth / Rotation
Bryan Bradford,Kent State,Mid-American,2021,rushing,4426764,RB,49,54,3,298,6.1,bryan bradford,RB,125201,4426764,HighSchool,2019.0,3017.0,Bryan Bradford,Christian Brothers College,Kent State,RB,72.0,210.0,2.0,0.7894,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}",2019.0,3.0,kent state,kent state,1,0,456,0.5007739938080495,0.5456656346749226,0.5277089783281733,0.5456656346749226,Depth / Rotation
Bryan Bradford,Kent State,Mid-American,2022,rushing,4426764,RB,64,58,2,302,4.7,bryan bradford,RB,125201,4426764,HighSchool,2019.0,3017.0,Bryan Bradford,Christian Brothers College,Kent State,RB,72.0,210.0,2.0,0.7894,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}",2019.0,4.0,kent state,kent state,1,0,470,0.5010224948875256,0.50920245398773,0.5059304703476483,0.50920245398773,Depth / Rotation
Bryce Duke,Virginia Tech,ACC,2022,rushing,4832874,RB,18,12,0,59,3.3,bryce duke,RB,114561,4832874,HighSchool,2022.0,1040.0,Bryce Duke,Tuscarora,Virginia Tech,RB,71.0,196.0,3.0,0.8589,Leesburg,VA,USA,"{'latitude': 39.1154496, 'longitude': -77.5645446, 'fipsCode': '51107'}",2022.0,1.0,virginia tech,virginia tech,1,0,95,0.5007849293563579,0.41836734693877553,0.4513343799058085,0.41836734693877553,Depth / Rotation
Bryce Duke,Virginia Tech,ACC,2023,rushing,4832874,RB,11,31,0,69,6.3,bryce duke,RB,114561,4832874,HighSchool,2022.0,1040.0,Bryce Duke,Tuscarora,Virginia Tech,RB,71.0,196.0,3.0,0.8589,Leesburg,VA,USA,"{'latitude': 39.1154496, 'longitude': -77.5645446, 'fipsCode': '51107'}",2022.0,2.0,virginia tech,virginia tech,1,0,91,0.5006544502617801,0.2683246073298429,0.3612565445026178,0.2683246073298429,Depth / Rotation
Bryce Duke,Old Dominion,Sun Belt,2024,rushing,4832874,RB,46,48,0,285,6.2,bryce duke,RB,114561,4832874,HighSchool,2022.0,1040.0,Bryce Duke,Tuscarora,Virginia Tech,RB,71.0,196.0,3.0,0.8589,Leesburg,VA,USA,"{'latitude': 39.1154496, 'longitude': -77.5645446, 'fipsCode': '51107'}",2022.0,3.0,old dominion,virginia tech,0,0,377,0.5007739938080495,0.5069659442724458,0.5044891640866873,0.5069659442724458,Depth / Rotation
Bryce Duke,Utah,Big 12,2025,rushing,4832874,RB,16,14,0,86,5.4,bryce duke,RB,114561,4832874,HighSchool,2022.0,1040.0,Bryce Duke,Tuscarora,Virginia Tech,RB,71.0,196.0,3.0,0.8589,Leesburg,VA,USA,"{'latitude': 39.1154496, 'longitude': -77.5645446, 'fipsCode': '51107'}",2022.0,4.0,utah,virginia tech,0,0,118,0.5010224948875256,0.2167689161554192,0.3304703476482618,0.2167689161554192,Bust
Bryce Williams,Minnesota,Big Ten,2018,rushing,4360943,RB,117,30,4,502,4.3,bryce williams,RB,127174,4360943,HighSchool,2018.0,905.0,Bryce Williams,Cardinal Mooney,Minnesota,RB,72.0,190.0,3.0,0.8565,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2018.0,1.0,minnesota,minnesota,1,0,816,0.5007849293563579,0.9113029827315542,0.7470957613814757,0.9113029827315542,Impact Player
Bryce Williams,Minnesota,Big Ten,2019,rushing,4360943,RB,17,14,1,24,1.4,bryce williams,RB,127174,4360943,HighSchool,2018.0,905.0,Bryce Williams,Cardinal Mooney,Minnesota,RB,72.0,190.0,3.0,0.8565,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2018.0,2.0,minnesota,minnesota,1,0,78,0.5006544502617801,0.24541884816753926,0.3475130890052356,0.24541884816753926,Bust
Bryce Williams,Minnesota,Big Ten,2020,rushing,4360943,RB,5,5,0,13,2.6,bryce williams,RB,127174,4360943,HighSchool,2018.0,905.0,Bryce Williams,Cardinal Mooney,Minnesota,RB,72.0,190.0,3.0,0.8565,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2018.0,3.0,minnesota,minnesota,1,0,23,0.5007739938080495,0.08126934984520123,0.24907120743034056,0.08126934984520123,Bust
Bryce Williams,Minnesota,Big Ten,2021,rushing,4360943,RB,37,56,3,186,5.0,bryce williams,RB,127174,4360943,HighSchool,2018.0,905.0,Bryce Williams,Cardinal Mooney,Minnesota,RB,72.0,190.0,3.0,0.8565,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2018.0,4.0,minnesota,minnesota,1,0,320,0.5010224948875256,0.4069529652351738,0.44458077709611454,0.4069529652351738,Depth / Rotation
Bryce Williams,Minnesota,Big Ten,2022,rushing,4360943,RB,51,22,3,249,4.9,bryce williams,RB,127174,4360943,HighSchool,2018.0,905.0,Bryce Williams,Cardinal Mooney,Minnesota,RB,72.0,190.0,3.0,0.8565,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2018.0,5.0,minnesota,minnesota,1,0,411,0.5016233766233766,0.4902597402597403,0.4948051948051948,0.4902597402597403,Depth / Rotation
Bryson Donelson,Fresno State,Mountain West,2024,rushing,5175334,RB,78,43,3,472,6.1,bryson donelson,RB,111064,5175334,HighSchool,2024.0,2651.0,Bryson Donelson,Central Valley Christian,Fresno State,RB,72.0,205.0,3.0,0.8144,Visalia,CA,USA,"{'latitude': 36.3302284, 'longitude': -119.2920585, 'fipsCode': '06107'}",2024.0,1.0,fresno state,fresno state,1,0,688,0.5007849293563579,0.8869701726844584,0.7324960753532183,0.8869701726844584,Impact Player
Bryson Donelson,Fresno State,Mountain West,2025,rushing,5175334,RB,142,57,5,583,4.1,bryson donelson,RB,111064,5175334,HighSchool,2024.0,2651.0,Bryson Donelson,Central Valley Christian,Fresno State,RB,72.0,205.0,3.0,0.8144,Visalia,CA,USA,"{'latitude': 36.3302284, 'longitude': -119.2920585, 'fipsCode': '06107'}",2024.0,2.0,fresno state,fresno state,1,0,967,0.5006544502617801,0.8547120418848168,0.7130890052356021,0.8547120418848168,Impact Player
Bryson Donnell,Texas Tech,Big 12,2022,rushing,4702820,RB,16,38,0,72,4.5,bryson donnell,RB,114089,4702820,HighSchool,2022.0,545.0,Bryson Donnell,Tyler Legacy,Texas Tech,RB,71.0,204.0,3.0,0.8815,Tyler,TX,USA,"{'latitude': 32.3512601, 'longitude': -95.3010624, 'fipsCode': '48423'}",2022.0,1.0,texas tech,texas tech,1,0,104,0.5007849293563579,0.44505494505494503,0.4673469387755102,0.44505494505494503,Depth / Rotation
Bryson Donnell,Texas Tech,Big 12,2023,rushing,4702820,RB,4,12,0,15,3.8,bryson donnell,RB,114089,4702820,HighSchool,2022.0,545.0,Bryson Donnell,Tyler Legacy,Texas Tech,RB,71.0,204.0,3.0,0.8815,Tyler,TX,USA,"{'latitude': 32.3512601, 'longitude': -95.3010624, 'fipsCode': '48423'}",2022.0,2.0,texas tech,texas tech,1,0,23,0.5006544502617801,0.09096858638743456,0.2548429319371728,0.09096858638743456,Bust
Bryson Donnell,UTSA,American Athletic,2024,rushing,4702820,RB,35,19,0,172,4.9,bryson donnell,RB,114089,4702820,HighSchool,2022.0,545.0,Bryson Donnell,Tyler Legacy,Texas Tech,RB,71.0,204.0,3.0,0.8815,Tyler,TX,USA,"{'latitude': 32.3512601, 'longitude': -95.3010624, 'fipsCode': '48423'}",2022.0,3.0,utsa,texas tech,0,0,242,0.5007739938080495,0.42105263157894735,0.4529411764705882,0.42105263157894735,Depth / Rotation
Bryson Donnell,UTSA,American Athletic,2025,rushing,4702820,RB,20,28,1,84,4.2,bryson donnell,RB,114089,4702820,HighSchool,2022.0,545.0,Bryson Donnell,Tyler Legacy,Texas Tech,RB,71.0,204.0,3.0,0.8815,Tyler,TX,USA,"{'latitude': 32.3512601, 'longitude': -95.3010624, 'fipsCode': '48423'}",2022.0,4.0,utsa,texas tech,0,0,144,0.5010224948875256,0.2658486707566462,0.35991820040899797,0.2658486707566462,Depth / Rotation
Bryson Kuzdzal,Michigan,Big Ten,2025,rushing,5156348,RB,76,22,4,326,4.3,bryson kuzdzal,RB,217807,5156348,HighSchool,2023.0,3001.0,Bryson Kuzdzal,Forest Hills Eastern,Michigan,RB,72.0,195.0,2.0,0.77,Ada,MI,USA,"{'latitude': 42.9582975, 'longitude': -85.5004645, 'fipsCode': '081'}",2023.0,3.0,michigan,michigan,1,0,558,0.5007739938080495,0.6021671826625387,0.561609907120743,0.6021671826625387,Starter
Bryson Moss,Eastern Michigan,Mid-American,2021,rushing,4688839,RB,22,15,0,69,3.1,bryson moss,RB,118016,4688839,HighSchool,2021.0,2329.0,Bryson Moss,Newnan,Eastern Michigan,RB,69.0,185.0,3.0,0.8063,Newnan,GA,USA,"{'latitude': 33.3806716, 'longitude': -84.7996573, 'fipsCode': '13077'}",2021.0,1.0,eastern michigan,eastern michigan,1,0,113,0.5007849293563579,0.46153846153846156,0.4772370486656201,0.46153846153846156,Depth / Rotation
Bryson Moss,Eastern Michigan,Mid-American,2022,rushing,4688839,RB,5,8,1,13,2.6,bryson moss,RB,118016,4688839,HighSchool,2021.0,2329.0,Bryson Moss,Newnan,Eastern Michigan,RB,69.0,185.0,3.0,0.8063,Newnan,GA,USA,"{'latitude': 33.3806716, 'longitude': -84.7996573, 'fipsCode': '13077'}",2021.0,2.0,eastern michigan,eastern michigan,1,0,43,0.5006544502617801,0.16034031413612565,0.29646596858638746,0.16034031413612565,Bust
